Origin Movement ID,Origin Display Name,Destination Movement ID,Destination Display Name,Date Range,Mean Travel Time (Seconds),Range - Lower Bound Travel Time (Seconds),Range - Upper Bound Travel Time (Seconds),TravelDistance (meters)
1116,"Harborwalk, Waterfront, Boston",364,"0 Richard Avenue, North Cambridge, Cambridge","07/31/2016 - 08/28/2016, Every day, Daily Average",1113,804,1540,13140
1116,"Harborwalk, Waterfront, Boston",365,"100 Palmer Street, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",935,667,1309,12260
1116,"Harborwalk, Waterfront, Boston",366,"0 Eastern Avenue, Arlington","07/31/2016 - 08/28/2016, Every day, Daily Average",1272,955,1692,16299
1116,"Harborwalk, Waterfront, Boston",367,"0 Pleasant Street, Lexington","07/31/2016 - 08/28/2016, Every day, Daily Average",1426,1077,1887,20182
1116,"Harborwalk, Waterfront, Boston",368,"0 Hayden Avenue, Lexington","07/31/2016 - 08/28/2016, Every day, Daily Average",1511,1173,1946,21126
1116,"Harborwalk, Waterfront, Boston",369,"200 Waltham Street, Lexington","07/31/2016 - 08/28/2016, Every day, Daily Average",1619,1258,2082,23618
1116,"Harborwalk, Waterfront, Boston",370,"100 Old Billerica Road, Bedford","07/31/2016 - 08/28/2016, Every day, Daily Average",1551,1203,1999,32993
1116,"Harborwalk, Waterfront, Boston",374,"0 Connector Road, Westborough","07/31/2016 - 08/28/2016, Every day, Daily Average",2468,1819,3346,51155
1116,"Harborwalk, Waterfront, Boston",375,"0 Mason Street, Attleboro","07/31/2016 - 08/28/2016, Every day, Daily Average",2579,2139,3108,67195
1116,"Harborwalk, Waterfront, Boston",380,"0 3 Ponds Road, Wayland","07/31/2016 - 08/28/2016, Every day, Daily Average",2223,1788,2763,30847
1116,"Harborwalk, Waterfront, Boston",384,"0 Davis Road, Bedford","07/31/2016 - 08/28/2016, Every day, Daily Average",1835,1453,2316,34838
1116,"Harborwalk, Waterfront, Boston",385,"0 Sandy Pond Road, Lincoln","07/31/2016 - 08/28/2016, Every day, Daily Average",1734,1361,2207,29904
1116,"Harborwalk, Waterfront, Boston",386,"800 Sudbury Road, Concord","07/31/2016 - 08/28/2016, Every day, Daily Average",2031,1649,2500,33560
1116,"Harborwalk, Waterfront, Boston",387,"0 Hammond Street, Acton","07/31/2016 - 08/28/2016, Every day, Daily Average",2417,2003,2916,42537
1116,"Harborwalk, Waterfront, Boston",388,"0 Sandy Drive, Acton","07/31/2016 - 08/28/2016, Every day, Daily Average",2343,1898,2890,40711
1116,"Harborwalk, Waterfront, Boston",389,"0 Captain Forbush Lane, Acton","07/31/2016 - 08/28/2016, Every day, Daily Average",2460,1994,3034,42396
